Inspection ID,DBA Name,AKA Name,License #,Facility Type,Risk,Address,City,State,Zip,Inspection Date,Inspection Type,Results,Violations,Latitude,Longitude,Location
2071654,"CHECKERS DRIVE-IN RESTAURANTS, INC","CHECKERS DRIVE-IN RESTAURANTS, INC",2541850,Restaurant,Risk 2 (Medium),6301 S ASHLAND AVE ,CHICAGO,IL,60636,07/31/2017,License,Pass,,41.77937594,-87.66407209,"(41.77937593571122, -87.66407209129771)"
2071651,ANGELS DAY CARE CENTER,ANGELS DAY CARE CENTER,2215997,Children's Services Facility,Risk 1 (High),5117 N LINCOLN AVE ,CHICAGO,IL,60625,07/31/2017,License,Pass,40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: OBSERVED BROKEN INTERNAL THERMOMETER FOR THE CLASSROOM REFRIGERATION UNIT.INSTRUCTED TO REPLACE BROKEN THERMOMETER INSIDE COOLER AND MAINTAIN. ,41.974635,-87.69206571,"(41.97463499934361, -87.69206570765904)"
2071652,PHILLY BROS,PHILLY BROS,2549016,Restaurant,Risk 1 (High),734 W FULLERTON PKWY ,CHICAGO,IL,60614,07/31/2017,License,Pass,,41.92557912,-87.64768921,"(41.925579119724574, -87.64768921320083)"
1955803,LAKE SHORE SCHOOLS,LAKE SHORE SCHOOL,2262582,Daycare (2 - 6 Years),Risk 1 (High),6759 N GREENVIEW AVE ,CHICAGO,IL,60626,07/31/2017,License,Pass,"34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments:  NOTED COVING ON FLOOR AT RESTROOM COMMING OFF AT ROOM 8.INSTRUCTED MANAGEMENT TO REPAIR.
 NOTED FLOOR BEHIND CHEST FREEZER IN KITCHEN WITH DEBRIS. INSTRUCTED MANAGEMENT TO CLEAN AND MAINTAIN.",42.00532473,-87.66801381,"(42.00532472558365, -87.66801381014488)"
2071648,SWEET FREAKS,SWEET FREAKS,2517680,CANDY SHOP,Risk 2 (Medium),9927 S WOOD ST ,CHICAGO,IL,60643,07/31/2017,License,Pass,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: OBSERVED FOOD PREP AREA AND FRONT COUNTER SERVICE/ PREP AREA NOT PROTECTED. MUST INSTALL, BARRIER,( DOOR) FROM CUSTOMERS.
SERIOUS VIOLATION 7-38-005A | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED CONTACT PAPER ON STORAGE SHELVES BEHIND  FRONT COUNTER PREP AREA.MUST REMOVE AND SEAL TO BE EASILY CLEANABLE. | 37. TOILET ROOM DOORS SELF CLOSING: DRESSING ROOMS WITH LOCKERS PROVIDED: COMPLETE SEPARATION FROM LIVING/SLEEPING QUARTERS - Comments: NO SELF CLOSING DEVICE FOR WASHROOM DOOR .MUST INSTALL",41.7130189,-87.66710874,"(41.71301890051313, -87.66710874351577)"
2071646,THE  VERANDA ON THORNDALE,THE VERANDA,2543487,Restaurant,Risk 1 (High),1100-1102 W THORNDALE AVE ,CHICAGO,IL,60660,07/31/2017,License Re-Inspection,Pass,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: VIOLATION CORRECTED
PHYSICAL DIVIDER PROVIDED AT FRONT AREA,BETWEEN THE FRONT PREP AREA AND SELLING AREA. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: BROKEN RUBBER GASKET AT INSIDE OF DOOR PREP COOLER IN THE KITCHEN BY THE WINDOW. NEED TO REPLACE | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: GREASE TRAP AT BASEMENT AREA WITH LIQUID SPLATTERED ON EXTERIOR SURFACE.INSTRUCTED TO CLEAN AND MAINTAIN. ENCRUSTED FOOD ON BLADE OF THE CAN OPENENR,NEED TO CLEAN AND MAINTAIN | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: VIOLATION CORRECTED | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: VIOLATION CORRECTED | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NO BACK FLOW PREVENTION DEVICE PROVIDED AT WATER LINE AT ESPRESSO AND COFFEE MACHINE.ALSO NEED TO PROVIDE A BACK FLOW PEVENTION DEVICE AT MOP SINK. NO VENTILATION PROVIDED AT STAFF WASHROOM,INSTRUCTED TO PROVIDE  | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: VIOLATION CORRECTED",41.99016589,-87.65832086,"(41.99016589063192, -87.6583208643017)"
2071642,KAMEYA RAMEN,KAMEYA RAMEN,2548954,Restaurant,Risk 1 (High),604 W BELMONT AVE ,CHICAGO,IL,60657,07/31/2017,License,Fail,,41.94014914,-87.64466272,"(41.94014913764849, -87.6446627167078)"
2015423,HAROLD'S CHICKEN 57 LLC.,HAROLD'S CHICKEN,2363519,Restaurant,Risk 1 (High),6606 W NORTH AVE ,Chicago,IL,60707,07/31/2017,Complaint,Pass,"32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: Prep table that had rust, peeling paint(lower shelving)shall be repaired/replaced.
 | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: Walk in cooler shelving/racks not clean, need detailed cleaning(crevices).
Prep tables lower shelving not clean, need detailed cleaning. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: Wall by front counter area had food splattering not clean, need detailed cleaning.
Gap on wall in prep area shall be repaired/sealed.",41.90919556,-87.79033774,"(41.9091955551912, -87.79033773659094)"
2071640,BAR & MARISCOS,BAR & MARISCOS,1515568,Restaurant,Risk 1 (High),4501-4503 W BELMONT AVE ,CHICAGO,IL,60641,07/31/2017,Canvass,Pass,"16. FOOD PROTECTED DURING STORAGE, PREPARATION, DISPLAY, SERVICE AND TRANSPORTATION - Comments: FOUND INTERIOR SURFACES OF ICE MACHINE (BEHIND BAR)  WITH VISIBLE MOLD LIKE SUBSTANCES (PINK AND BLACK SLIMY SUBSTANCE) SEVERE BUILD-UP LIKELY TO CONTAMINATE THE ICE WHICH TO BE USED FOR HUMAN CONSUMPTION.  INSTRUCTED TO EMPTY ICE MACHINE.  MUST CLEAN (WASH, RINSE AND SANITIZE) AND MAINTAIN.  
SERIOUS VIOLATION 7-38-005 (A)  | 18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: FOUND OVER 50 MICE DROPPINGS IN PREP/COOKING AREA AND BEHIND BAR ALONG THE WALLS AND IN ALL CORNERS ESPECIALLY UNDER AND AROUND COOLERS AND COOKING EQUIPMENT. INSTRUCTED MANAGER TO REMOVE, CLEAN AND SANITIZE THE AFFECTED AREAS. RECOMMEND TO CONTACT LICENSE PEST CONTROL FOR SERVICE.---------- FOUND FRONT ENTRANCE, SIDE AND REAR EXIT DOOR BOTTOM DOORS NOT RODENT PROOFED WITH 1/4 INCH GAP/OPENING. INSTRUCTED TO RODENT PROOFED BOTTOM OF THE SAID DOORS.
SERIOUS VIOLATION 7-38-020 | 10. SEWAGE AND WASTE WATER DISPOSAL, NO BACK SIPHONAGE, CROSS  CONNECTION AND/OR BACK FLOW - Comments: FOUND WASTE WATER BACKING UP FROM FLOOR DRAIN UNDERNEATH 3 COMPARTMENT SINK IN REAR PREP/COOKING AREA. NOTED AN OPEN FLOOR DRAIN OVERFLOWING OVER PREP/COOKING AREA. INSTRUCTED TO REPAIR.
CRITICAL VIOLATION 7-38-030 | 3. POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE - Comments: FOUND POTENTIALLY HAZARDOUS FOODS AT IMPROPER TEMPERATURE REQUIREMENT DURING STORAGE INSIDE 3 DOOR REACH IN COOLER (WITH AN AIR TEMPERATURE 41.0 F) LOCATED IN PREP/COOKING AREA. NOTED THE INTERNAL TEMPERATURE OF THE FOLLOWING FOOD PRODUCTS: CATFISH AT 45.6F, MASHED CORN AT 45.6F, COOKED BEANS AT 44.6, SHRIMP AT 45.7F, COLESLAW AT 45.5F. INSTRUCTED MANAGER, POTENTIALLY HAZARDOUS FOODS MUST MAINTAIN COLD HOLDING TEMPERATURE OF 40F OR BELOW AND HOT HOLDING TEMPERATURE OF 140F OR ABOVE. MANAGER DISCARDED THE SAID FOOD PRODUCTS. TOTAL WEIGHT 35 LBS, TOTAL VALUE $150.00.
CRITICAL VIOLATION 7-38-005 (A)
 | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: MUST PROVIDE PROPER LABELING OF COOKED PRODUCTS INSIDE COOLERS AND DATE ON ALL READY TO EAT POTENTIALLY HAZARDOUS FOODS INSIDE THE WALK IN COOLER AND REACH IN COOLER.

ALSO DRY BULK FOOD CONTAINERS UNDER PREP TABLE (IN THE COOK LIN)E NEEDS PROPER LABELING.  | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: MUST RE CAULK AROUND THE WASHBOWL SINK IN (2) MEN'S WASHROOMS AND IN LADIES WASHROOM  (21 AND OVER BAR AREA) AND EXPOSED HAND SINK IN THE PREP/COOKING AREA..
-------------MISSING FAUCET HANDLE IN MEN'S WASHROOM IN THE FAMILY ROOM AREA. MUST REPAIR AND MAINTAIN.---------SEAL OR PAINT THE RAW WOOD UNDERNEATH THE BAR COUNTER ABOVE THE 3 COMPARTMENT SINK IN THE FAMILY BAR AREA.----------MUST PROVIDE TIGHT FITTING LID/COVER FOR ICE BINS BEHIND 2 BARS. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: FOOD CRUMBS AND GREASE BUILD-UP AT THE BOTTOM SHELVES OF THE REACH IN FREEZER. MUST DETAIL CLEAN AND MAINTAIN.----------MUST DETAIL CLEAN AND MAINTAIN INTERIOR AND EXTERIOR SURFACES OF MOP SINK IN PREP/COOKING AREA.----------MUST CLEAN AND MAINTAIN PIPES WITH EXCESSIVE GREASE AND DUST IN PREP/COOKING AREA. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: FILTER ON THE HOOD IN THE KITCHEN,WITH HEAVY GREASE BUILD-UP. MUST CLEAN,REMOVE GREASE AND MAINTAIN.

CEILING VENT COVER IN ALL WASHROOMS WITH HEAVY DUST BUILD-UP. MUST CLEAN IN DETAIL,REMOVE DUST AND MAINTAIN.

SEAL ALL THE HOLES ON THE WALLS AND CEILING IN ONE OF THE MEN'S WASHROOM IN THE 21 AND OVER BAR AREA AND MAINTAIN.

INSTRUCTED TO CLEAN AND MAINTAIN CEILING VENT COVER AND CEILING TILES WITH EXCESSIVE GREASE AND DUST ACCUMULATION THROUGHOUT DINING AREA.  | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: INSTRUCTED TO DETAIL CLEAN AND MAINTAIN FLOOR DRAINS IN PREP/COOKING AREA. | 36. LIGHTING: REQUIRED MINIMUM FOOT-CANDLES OF LIGHT PROVIDED, FIXTURES SHIELDED - Comments: INSTRUCTED TO REPLACE MISSING LIGHT SHIELD AT KITCHEN HOOD. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: INSTRUCTED TO REPAIR INOPERABLE CEILING VENT INSIDE MEN'S WASHROOM. | 40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: INSTRUCTED TO PROVIDE THERMOMETER VISIBLE INSIDE ALL COOLERS.",41.9388179,-87.73955587,"(41.93881789990675, -87.73955586794855)"
2045283,"KANGAROO KORNER LEARNING  CENTER AND NURSERY, INC.",KANGAROO KORNER LEARNING CENTER,2216017,Daycare Above and Under 2 Years,Risk 1 (High),3446-3458 W FULLERTON AVE ,CHICAGO,IL,60647,07/13/2017,License,Fail,40. REFRIGERATION AND METAL STEM THERMOMETERS PROVIDED AND CONSPICUOUS - Comments: VISIBLE AND WORKING THERMOMETER NEEDED AT THE 2-DOOR PREP COOLER. MUST PROVIDE AND MAINTAIN.,41.92475175,-87.71396498,"(41.92475175044067, -87.71396498305502)"
2071641,BURGER KING,BURGER KING,2487684,Restaurant,Risk 2 (Medium),748 W DIVERSEY PKWY ,CHICAGO,IL,60614,07/31/2017,Complaint,Pass,"29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: PREVIOUS MINOR VIOLATIONS NOT CORRECTED FROM INSPECTION REPORT 1953764, DATED, 11/21/16. VIOLATIONS INCLUDE; #32; MUST PROVIDE A SPLASH GUARD IN BETWEEN 1- COMP SINK AND 3- COMP SINK IN REAR PREP / DISH WASHING AREA.  
 
VIOLATION STILL EXISTS. SERIOUS VIOLATION  7-42-090. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: MUST CLEAN FOOD DEBRIS FROM UNDER AND BEHIND HEAVY EQUIPMENT, AND AROUND THE HOT WATER TANK IN THE REAR. INSTRUCTED TO MAINTAIN. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: MUST CLEAN GREASE FROM THE TOP OF THE OUTSIDE GREASE RECEPTACLE. INSTRUCTED TO MAINTAIN. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: MUST REPLACE STAINED CEILING TILES IN PREP AREA. CLEAN GREASE ACCUMULATION FROM HOOD AND FILTERS. ALSO, CLEAN DUST ACCUMULATION FROM ALL CEILING VENTS THROUGHOUT PREMISES. INSTRUCTED TO MAINTAIN.",41.93284071,-87.64851625,"(41.9328407126909, -87.64851624582587)"
2071639,DAMN FINE COFFEE BAR,DAMN FINE,2464692,Restaurant,Risk 2 (Medium),3317 W ARMITAGE AVE ,CHICAGO,IL,60647,07/31/2017,Canvass Re-Inspection,Fail,"18. NO EVIDENCE OF RODENT OR INSECT OUTER OPENINGS PROTECTED/RODENT PROOFED, A WRITTEN LOG SHALL BE MAINTAINED AVAILABLE TO THE INSPECTORS - Comments: FRONT ENTRANCE DOOR HAS BEEN REPAIR AND NOW RODENT PROOFED. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: CORRECTED. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: OBSERVED ITEMS IN REAR STORAGE AREA NOT ELEVATED 6INCHES OFF FLOOR. MUST ELEVATE ITEMS 6INCHES OFF FLOOR/WALL | 42. APPROPRIATE METHOD OF HANDLING OF FOOD (ICE) HAIR RESTRAINTS AND CLEAN APPAREL WORN - Comments: OBSERVED EMPLOYEES NOT WEARING A HAIR RESTRAINT WHILE FOOD IS PREPARED AND SERVED. MUST WEAR A HAIR RESTRAINT AT ALL TIMES FOOD IS PREPARED AND SERVED",41.91724282,-87.71100706,"(41.917242821418085, -87.71100706313331)"
2071637,PATEL'S CAFE,PATEL'S CAFE,2036995,Restaurant,Risk 1 (High),2600 W DEVON AVE ,CHICAGO,IL,60659,07/31/2017,Complaint,Pass,"13. NO EVIDENCE OF RODENT OR INSECT INFESTATION, NO BIRDS, TURTLES OR OTHER ANIMALS - Comments: NOTED EVIDENCE OF RAT, ROACH, MICE AND FLYING INSECT INFESTATION THROUGH OUT THE  PREMISES AT THE FOLLOWING AREAS: (FIRST FLOOR)-OVER 70 RAT DROPPINGS ON FLOOR, INSIDE CABINETS AT THE FOOD PREP AREA AND UNDERNEATH THE 3 COMPARTMENT SINK. ONE LIVE ROACH ON FLOOR BY THE BAKING AREA AND OVER 30 FLYING INSECTS ON WALLS, JUICING EQUIPMENT AND SHELVES AT THE SAME....BASEMENT FOOD PREP AREAS- OVER 50 RAT DROPPINGS UNDERNEATH PALLETS, INSIDE MILK CRATES USED FOR ELEVATION, INSIDE CONTAINERS, ON FLOORS AT THE SUMP PUMP ROOM. OVER 50 FLYING INSECTS ON WALLS, CEILING AND FOOD EQUIPMENT... OVER 25 MICE DROPPINGS ON FLOOR ALONG WALL BASE OF THE BASEMENT DRY STORAGE AREA.....NOTED REAR EXIT DOOR NOT RODENT PROOF WITH GAP ABOVE 1/4' TO OUTSIDE. INSTRUCTED TO ELIMINATE PESTS AND DETAIL CLEAN AND SANITIZE AFFECTED AREAS AND EQUIPMENT. MUST REPAIR REAR EXIT DOOR AND MAINTAIN TO PREVENT ENTRY POINT FOR PESTS. INSTRUCTED TO CONSULT WITH PEST CONTROL COMPANY AND HAVE PREMISES SERVICED. 
CRITICAL VIOLATION #7-38-020. | 22. DISH MACHINES: PROVIDED WITH ACCURATE THERMOMETERS, CHEMICAL TEST KITS AND SUITABLE GAUGE COCK - Comments: NOTED NO PROPER TEST KIT ON PREMISES TO TEST THE SANITIZING STRENGTH OF CHEMICALS. PREMISE PROVIDED A CHLORINE TEST STRIP SANITIZING KIT BUT USES THE QUAT CHEMICAL AS SANITIZER. INSTRUCTED TO PROVIDE THE PROPER TEST KIT.
SERIOUS VIOLATION #7-38-030. | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: NOTED MULTIPLE HOLES AND OPENINGS ALONG PIPPING AND INSIDE CABINETS OF THE FIRST FLOOR PREP AREA. INSTRUCTED TO SEAL ALL HOLES AND OPENINGS TO PREVENT ENTRY POINTS FOR PESTS.INSTRUCTED TO DETAIL CLEAN, SANITIZE AND MAINTAIN WALLS WHERE FLYING INSECTS WERE FOUND INCLUDING FOOD SPILLS AND STAINED CEILING TILES AT THE DINING AREA....NOTED CONDENSATION ON VENT ABOVE THE CONVECTION OVEN OF THE FIRST FLOOR PREP AREA. INSTRUCTED TO ELIMINATE CONDENSATION. UNFINISHED WALLS AT FRONT COUNTER AREA AND 1ST FLOOR 3 COMPARTMENT SINK. MUST FINISH ALL SURFACES TO BE EASILY CLEANABLE AND NON-ABSORBENT. | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: NOTED MILK CRATES USED FOR ELEVATION ESPECIALLY AT THE BASEMENT PREP AREA. INSTRUCTED TO PROVIDE PROPER RAISED SHELVING AND NO MILK CRATES TO PREVENT HIDING PLACES FOR PEST.....NOTED ICE SCOOP STORED INSIDE ICE BIN AT THE FIRST FLOOR PREP AREA. INSTRUCTED TO PROVIDE AN ICE SCOOP HOLDER....MUST DETAIL CLEAN, SMOOTH,  AND MAINTAIN CUTTING BOARDS AT THE PREP AREAS. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: NOTED FOOD ITEMS STORED IN TIN CANS INSIDE THE SERVICE COOLER. INSTRUCTED TO STORE ALL FOOD ITEMS INSIDE APPROVED FOOD CONTAINERS WITH TIGHT FITTING LIDS.. | 33. FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS - Comments: INSTRUCTED TO DETAIL CLEAN ALL SHELVING/CABINETS AND EQUIPMENT USED FOR PREPPING, STORAGE AND SERVING FOOD THROUGH OUT WITH DIRT, FOOD SPILLS AND OLD FOOD PARTICLES. MUST CLEAN AND MAINTAIN. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: NOTED SPRAYER AT 3 COMPARTMENT OF THE BASEMENT FOOD PREP AREA IN POOR REPAIRS WITH SPRAYER HANGING BELOW THE FLOOD RIM OF THE SINK.INSTRUCTED TO REPAIR AND MAINTAIN. DIPPER WELL NOT INSTALLED (BULK ICE CREAM CONTAINERS IN WALK-IN FREEZER). MUST INSTALL DIPPER WELL USING FOOD GRADE MATERIALS.
NO EXPOSED HAND SINK AT FRONT COUNTER JUICE/BEVERAGE AND PAAN PREPARATION AREA. PREMISES REMODELED WITHOUT PROOF OF CDPH PLAN APPROVAL. MUST INSTALL EXPOSED HAND SINK, REMOVE PAAN PREPARATION INGREDIENTS FROM FRONT, CUSTOMER SIDE OF COUNTER. | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: INSTRUCTED TO DETAIL CLEAN FLOORS THROUGH THE FIRST FLOOR PREP, BASEMENT FOOD PREP, DRY STORAGE AREAS, INSIDE THE WALK IN COOLER AND STAIR WAY LEADING TO THE BASEMENT PREP AREA....NOTED CRACKS ON FLOOR AT THE HALL WAY LEADING TO THE BASEMENT PREP AREA. MUST DETAIL CLEAN AND SANITIZE ALL AREAS ESPECIALLY WITH RAT AND MICE DROPPINGS, | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: NOTED CLUTTER AT THE BASEMENT DRY STORAGE AREAS, INSIDE STORAGE AREA BY THE HALL WAY LEADING TO THE BASEMENT AND INSIDE CABINETS AT THE FIRST FLOOR PREP AREA. INSTRUCTED TO DETAIL CLEAN, ORGANIZE AND/OR REMOVE ALL UNNECESSARY ARTICLES TO PREVENT HIDING PLACES FOR PEST.",41.99775479,-87.69482972,"(41.99775478924851, -87.69482972221137)"
2071632,COCULA RESTAURANT,COCULA RESTAURANT,75052,Restaurant,Risk 1 (High),5241 S PULASKI RD ,CHICAGO,IL,60632,07/31/2017,Canvass,Pass,"29. PREVIOUS MINOR VIOLATION(S) CORRECTED 7-42-090 - Comments: OBSERVED PREVIOUS VIOLATION NOT CORRECTED FROM REPORT #1932639, DATE 6/13/2016 CORRECT BY DATE 9/13/2016. #32 OBSERVED THE DRAIL LINES AND THE COLD PLATE IN CONTACT WITH CONSUMABLE ICE IN THE ICE BIN BEHIND BAR MANAGEMENT INSTRUCTED TO SEPARATE COLD PLATE AND DRAIN LINES FROM CONSUMABLE ICE. ALSO THE CUTTING BOARDS ON THE TOP OF THE PREP TABLE WITH DEEP DARK GROOVES. SERIOUS VIOLATION 7-42-090 | 6. HANDS WASHED AND CLEANED, GOOD HYGIENIC PRACTICES; NO BARE HAND CONTACT WITH READY-TO-EAT FOODS. - Comments: OBSERVED POOR HYGIENIC PRACTICES AT THE TACO STATION, STAFF PLACED SHREDDED CHEESE, CHOPPED TOMATOES AND SHREDDED LETTUCE ON 8 TACOS, WITH BARE HANDS.  ALSO OBSERVED STAFF GARNISHING SEVERAL PLATES AT COOK LINE WITH BARE, SUCH AS SHREDDED LETTUCE, SLICE CUCUMBERS AND SLICED TOMATOES. 

INSTRUCTED MANAGER THAT THERE IS TO BE NO BARE HAND CONTACT WITH READY TO EAT FOODS. USE GLVOES, TONGS, SPOONS, SPATULAS, ETC., TO PREVENT BARE HAND CONTACT, WITH READY TO EAT FOODS.  MANAGER CORRECTED VIOLATION DURING INSPECTION. CRITICAL VIOLATION #7-38-010 (A) | 32. FOOD AND NON-FOOD CONTACT SURFACES PROPERLY DESIGNED, CONSTRUCTED AND MAINTAINED - Comments: OBSERVED BULK CONTAINER IN REAR PREP AREA WITH CRACK IN LOWER RIGHT CORNER. INSTRUCTED MANAGER TO REPLACE AND MAINTAIN, AT ALL TIMES.

OBSERVED NO SPLASH GUARD BETWEEN HAND SINK AND 3 COMPARTMENT SINK IN REAR DISH AREA. INSTRUCTED MANAGER TO INSTALL SPLASH GAURD IN AREA. | 30. FOOD IN ORIGINAL CONTAINER, PROPERLY LABELED: CUSTOMER ADVISORY POSTED AS NEEDED - Comments: OBSERVED ITEMS IN WALK IN COOLER WITH NO LABELS OR DATES. INSTRUCTED MANAGER TO ENSURE THAT ALL ITEMS IN SOTRAGE NEED TO HAVE PROPER LABELS AND DATES.   | 35. WALLS, CEILINGS, ATTACHED EQUIPMENT CONSTRUCTED PER CODE: GOOD REPAIR, SURFACES CLEAN AND DUST-LESS CLEANING METHODS - Comments: OBSERVED BLACK SUBSTANCE AT CAUKLING IN 3 COMPARTMENT AREA, IN BAR AREA. INSTRUCTED MANAGER TO CLEAN, SANITIZE AND RESEAL ARAEA. | 38. VENTILATION: ROOMS AND EQUIPMENT VENTED AS REQUIRED: PLUMBING: INSTALLED AND MAINTAINED - Comments: OBSERVED SMALL LEAK AT 3 COMPARTMENT SINK, UNDERNEATH THE SANITIZING SINK GASKET AREA. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN AT ALL TIMES. ",41.79748341,-87.72313507,"(41.79748340867383, -87.7231350726269)"
2071633,MC DONALDS,MC DONALDS,2528510,Restaurant,Risk 2 (Medium),36 W 95TH ST ,CHICAGO,IL,60628,07/31/2017,Short Form Complaint,Pass,"12. HAND WASHING FACILITIES: WITH SOAP AND SANITARY HAND DRYING DEVICES, CONVENIENT AND ACCESSIBLE TO FOOD PREP AREA - Comments: INADEQUATE HAND WASHING FACILITIES FOR STAFF. OBSERVED NO SOAP OR HAND DRYING DEVICE,( PAPER TOWELS) ACCESSIBLE AT BOTH EXPOSED HAND WASHING SINKS IN PREP AREA FOR FOOD HANDLERS USE. INSTRUCTED THAT HAND WASHING SINKS MUST ALWAYS BE PROVIDED WITH SOAP AND PAPER TOWELS AT ALL TIMES. MANAGER PROVIDED DURING INSPECTION, CDI. CRITICAL VIOLATION 7-38-030 | 34. FLOORS: CONSTRUCTED PER CODE, CLEANED, GOOD REPAIR, COVING INSTALLED, DUST-LESS CLEANING METHODS USED - Comments: FLOORS NOT CLEAN , DEBRIS,ETC ALONG REAR DRY STORAGE AREA.MUST CLEAN/MAINTAIN. | 41. PREMISES MAINTAINED FREE OF LITTER, UNNECESSARY ARTICLES, CLEANING  EQUIPMENT PROPERLY STORED - Comments: CORRECTED",41.72180876,-87.62524189,"(41.72180876463062, -87.62524189468529)"
