Name,Program Identifier,Inspection Date,Description,Address,City,Zip Code,Phone,Longitude,Latitude,Inspection Business Name,Inspection Type,Inspection Score,Inspection Result,Inspection Closed Business,Violation Type,Violation Description,Violation Points,Business_ID,Inspection_Serial_Num,Violation_Record_ID,Grade
13 COINS,13 COINS,02-07-18,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,0,Satisfactory,FALSE,BLUE,2900 - Adequate equipment for temperature control,5,PR0004264,DAOKCWX0V,IVURBG0XL,2
13 COINS,13 COINS,02/16/2017,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Consultation/Education - Field,25,Complete,FALSE,,,0,PR0004264,DAWMVNATM,,2
13 COINS,13 COINS,10-05-16,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,25,Unsatisfactory,FALSE,RED,0600 - Adequate handwashing facilities,10,PR0004264,DALE0WVRI,IVRMQNA9G,2
13 COINS,13 COINS,10-05-16,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,25,Unsatisfactory,FALSE,RED,1200 - Proper shellstock ID; wild mushroom ID;  parasite destruction procedures for fish,5,PR0004264,DALE0WVRI,IV00YJORG,2
13 COINS,13 COINS,10-05-16,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,10,Unsatisfactory,FALSE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0004264,DALE0WVRI,IVKIUAMB7,2
13 COINS,13 COINS,08-09-16,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,0,Unsatisfactory,FALSE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0004264,DAVCZ4UUS,IVKUYKTCP,2
13 COINS,13 COINS,12/28/2015,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Consultation/Education - Field,15,Complete,FALSE,,,0,PR0004264,DAYBWTXES,,2
13 COINS,13 COINS,10/26/2015,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,15,Unsatisfactory,FALSE,RED,1500 - Proper handling of pooled eggs,5,PR0004264,DAJO6XI0O,IVCYYEMUL,2
13 COINS,13 COINS,10/26/2015,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,45,Unsatisfactory,FALSE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0004264,DAJO6XI0O,IVUEYJMSF,2
13 COINS,13 COINS,10/29/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,45,Unsatisfactory,FALSE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0004264,DA6OJHVHZ,IVM2NMXSP,2
13 COINS,13 COINS,10/29/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,45,Unsatisfactory,FALSE,RED,1900 - No room temperature storage; proper use of time...,25,PR0004264,DA6OJHVHZ,IV6P9C6ZM,2
13 COINS,13 COINS,10/29/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,0,Unsatisfactory,FALSE,RED,0600 - Adequate handwashing facilities,10,PR0004264,DA6OJHVHZ,IVYXFCVXH,2
13 COINS,13 COINS,04/29/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Return Inspection,100,Satisfactory,FALSE,,,0,PR0004264,DA4WSK72J,,2
13 COINS,13 COINS,04/28/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,100,Unsatisfactory,TRUE,RED,1900 - No room temperature storage; proper use of time...,25,PR0004264,DAUZEEQOY,IVA0XG0NZ,2
13 COINS,13 COINS,04/28/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,100,Unsatisfactory,TRUE,RED,0600 - Adequate handwashing facilities,10,PR0004264,DAUZEEQOY,IVCFSON7V,2
13 COINS,13 COINS,04/28/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,0,Unsatisfactory,TRUE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0004264,DAUZEEQOY,IV0YCY167,2
21 ACRES MARKET,21 ACRES MARKET,03-10-17,Seating 0-12 - Risk Category III,13701 NE 171ST ST,WOODINVILLE,98072,(425) 481-1500,-122.1570955,47.75016748,21 ACRES MARKET,Consultation/Education - Field,100,Complete,FALSE,,,0,PR0082317,DA7YDU033,,1
13 COINS,13 COINS,04/28/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,100,Unsatisfactory,TRUE,RED,1710 - Proper hot holding temperatures (less than130 degrees),25,PR0004264,DAUZEEQOY,IV00PDJV0,2
13 COINS,13 COINS,04/28/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,100,Unsatisfactory,TRUE,RED,1600 - Proper cooling procedure,25,PR0004264,DAUZEEQOY,IV6XG0AV8,2
13 COINS,13 COINS,04/28/2014,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,17,Unsatisfactory,TRUE,RED,1500 - Proper handling of pooled eggs,5,PR0004264,DAUZEEQOY,IVJF4V02V,2
13 COINS,13 COINS,11/27/2013,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,17,Unsatisfactory,FALSE,BLUE,4900 - Adequate ventilation; lighting; designated area...,2,PR0004264,DAJE072FF,IVNVZSMVG,2
13 COINS,13 COINS,11/27/2013,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,17,Unsatisfactory,FALSE,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0004264,DAJE072FF,IVID4WRLY,2
13 COINS,13 COINS,11/27/2013,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,0,Unsatisfactory,FALSE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0004264,DAJE072FF,IVKIF9TJF,2
13 COINS,13 COINS,06/24/2013,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Consultation/Education - Field,0,Complete,FALSE,,,0,PR0004264,DAIFW7SXY,,2
13 COINS,13 COINS,06/19/2013,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Consultation/Education - Field,20,Complete,FALSE,,,0,PR0004264,DARVDULLQ,,2
13 COINS,13 COINS,03/28/2013,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,20,Unsatisfactory,FALSE,RED,0600 - Adequate handwashing facilities,10,PR0004264,DA02S9QOW,IVXWIIHJQ,2
13 COINS,13 COINS,03/28/2013,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,20,Unsatisfactory,FALSE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0004264,DA02S9QOW,IVAMGN8KX,2
13 COINS,13 COINS,10/22/2012,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,20,Unsatisfactory,FALSE,RED,0600 - Adequate handwashing facilities,10,PR0004264,DA2382240,IV6074070,2
13 COINS,13 COINS,10/22/2012,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,0,Unsatisfactory,FALSE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0004264,DA2382240,IV6074089,2
13 COINS,13 COINS,05/14/2012,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Consultation/Education - Field,15,Complete,FALSE,,,0,PR0004264,DA2333507,,2
13 COINS,13 COINS,02/28/2012,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,15,Unsatisfactory,FALSE,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0004264,DA2310146,IV4914845,2
13 COINS,13 COINS,02/28/2012,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,5,Unsatisfactory,FALSE,RED,0600 - Adequate handwashing facilities,10,PR0004264,DA2310146,IV4914881,2
13 COINS,13 COINS,10/24/2011,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,0,Satisfactory,FALSE,BLUE,2900 - Adequate equipment for temperature control,5,PR0004264,DA2274017,IV4248104,2
13 COINS,13 COINS,08-01-11,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Consultation/Education - Field,20,Complete,FALSE,,,0,PR0004264,DA2246040,,2
13 COINS,13 COINS,05-09-11,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,20,Unsatisfactory,FALSE,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0004264,DA2219273,IV3482741,2
13 COINS,13 COINS,05-09-11,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,20,Unsatisfactory,FALSE,BLUE,2900 - Adequate equipment for temperature control,5,PR0004264,DA2219273,IV3482703,2
13 COINS,13 COINS,05-09-11,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,37,Unsatisfactory,FALSE,RED,0600 - Adequate handwashing facilities,10,PR0004264,DA2219273,IV3482727,2
13 COINS,13 COINS,10/27/2010,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,37,Unsatisfactory,FALSE,BLUE,2900 - Adequate equipment for temperature control,5,PR0004264,DA2162356,IV2555158,2
13 COINS,13 COINS,10/27/2010,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,37,Unsatisfactory,FALSE,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0004264,DA2162356,IV2555136,2
13 COINS,13 COINS,10/27/2010,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,37,Unsatisfactory,FALSE,BLUE,4900 - Adequate ventilation; lighting; designated area...,2,PR0004264,DA2162356,IV2555191,2
13 COINS,13 COINS,10/27/2010,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,37,Unsatisfactory,FALSE,BLUE,"4400 - Plumbing properly sized, installed,...",5,PR0004264,DA2162356,IV2555168,2
13 COINS,13 COINS,10/27/2010,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,37,Unsatisfactory,FALSE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0004264,DA2162356,IV2555166,2
13 COINS,13 COINS,10/27/2010,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,0,Unsatisfactory,FALSE,RED,0600 - Adequate handwashing facilities,10,PR0004264,DA2162356,IV2555171,2
13 COINS,13 COINS,05/13/2010,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Consultation/Education - Field,20,Complete,FALSE,,,0,PR0004264,DA2105705,,2
13 COINS,13 COINS,02-04-10,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,20,Unsatisfactory,FALSE,BLUE,2900 - Adequate equipment for temperature control,5,PR0004264,DA2074943,IV1600093,2
13 COINS,13 COINS,02-04-10,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,20,Unsatisfactory,FALSE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0004264,DA2074943,IV1600102,2
13 COINS,13 COINS,02-04-10,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,30,Unsatisfactory,FALSE,RED,0200 - Food Worker Cards current for all food...,5,PR0004264,DA2074943,IV1600092,2
13 COINS,13 COINS,12/15/2009,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,30,Unsatisfactory,FALSE,RED,1400 - Raw meats below and away from RTE food,5,PR0004264,DA2060735,IV1445648,2
13 COINS,13 COINS,12/15/2009,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,30,Unsatisfactory,FALSE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0004264,DA2060735,IV1445662,2
13 COINS,13 COINS,12/15/2009,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,30,Unsatisfactory,FALSE,RED,1400 - Raw meats below and away from RTE food,5,PR0004264,DA2060735,IV1445720,2
13 COINS,13 COINS,12/15/2009,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,0,Unsatisfactory,FALSE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0004264,DA2060735,IV1445734,2
13 COINS,13 COINS,03/27/2009,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Consultation/Education - Field,41,Complete,FALSE,,,0,PR0004264,DA1965548,,2
13 COINS,13 COINS,11/25/2008,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,0,Unsatisfactory,FALSE,,,0,PR0004264,DA1924785,,2
13 COINS,13 COINS,09-03-08,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Consultation/Education - Field,10,Complete,FALSE,,,0,PR0004264,DA1890307,,2
13 COINS,13 COINS,03/20/2008,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,5,Unsatisfactory,FALSE,RED,Adequate handwashing facilities,10,PR0004264,DA1819803,IV0616878,2
13 COINS,13 COINS,11/30/2007,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Routine Inspection/Field Review,0,Unsatisfactory,FALSE,RED,Proper handling of pooled eggs,5,PR0004264,DA1775064,IV0602284,2
13 COINS,13 COINS,05/22/2007,Seating 51-150 - Risk Category III,18000 PACIFIC HWY S ,Seattle,98188,(206) 243-9500,-122.295768,47.44158981,13 COINS,Consultation/Education - Field,25,Complete,FALSE,,,0,PR0004264,DA1690635,,2
13 COINS BELLEVUE,13 COINS BELLEVUE,07/13/2017,Seating > 250 - Risk Category III,900 BELLEVUE WAY NE ,Bellevue,98004,(206) 382-1313,-122.2010295,47.61828178,13 COINS BELLEVUE,Routine Inspection/Field Review,25,Unsatisfactory,FALSE,BLUE,"3200 - Insects, rodents, animals not present; entrance controlled.",5,PR0016978,DARC0ELPB,IVRM4R4D8,1
13 COINS BELLEVUE,13 COINS BELLEVUE,07/13/2017,Seating > 250 - Risk Category III,900 BELLEVUE WAY NE ,Bellevue,98004,(206) 382-1313,-122.2010295,47.61828178,13 COINS BELLEVUE,Routine Inspection/Field Review,25,Unsatisfactory,FALSE,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0016978,DARC0ELPB,IVUFIFJV6,1
13 COINS BELLEVUE,13 COINS BELLEVUE,07/13/2017,Seating > 250 - Risk Category III,900 BELLEVUE WAY NE ,Bellevue,98004,(206) 382-1313,-122.2010295,47.61828178,13 COINS BELLEVUE,Routine Inspection/Field Review,25,Unsatisfactory,FALSE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0016978,DARC0ELPB,IVU9QLNF4,1
13 COINS BELLEVUE,13 COINS BELLEVUE,07/13/2017,Seating > 250 - Risk Category III,900 BELLEVUE WAY NE ,Bellevue,98004,(206) 382-1313,-122.2010295,47.61828178,13 COINS BELLEVUE,Routine Inspection/Field Review,10,Unsatisfactory,FALSE,RED,1200 - Proper shellstock ID; wild mushroom ID;  parasite destruction procedures for fish,5,PR0016978,DARC0ELPB,IVHS7YOJA,1
13 COINS BELLEVUE,13 COINS BELLEVUE,02-01-17,Seating > 250 - Risk Category III,900 BELLEVUE WAY NE ,Bellevue,98004,(206) 382-1313,-122.2010295,47.61828178,13 COINS BELLEVUE,Routine Inspection/Field Review,10,Satisfactory,FALSE,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0016978,DA8G1A33P,IVC9CQX9H,1
13 COINS BELLEVUE,13 COINS BELLEVUE,02-01-17,Seating > 250 - Risk Category III,900 BELLEVUE WAY NE ,Bellevue,98004,(206) 382-1313,-122.2010295,47.61828178,13 COINS BELLEVUE,Routine Inspection/Field Review,20,Satisfactory,FALSE,BLUE,"3100 - Proper labeling, signage",5,PR0016978,DA8G1A33P,IVJ2LWFZK,1
13 COINS BELLEVUE,13 COINS BELLEVUE,06/17/2016,Seating > 250 - Risk Category III,900 BELLEVUE WAY NE ,Bellevue,98004,(206) 382-1313,-122.2010295,47.61828178,13 COINS BELLEVUE,Routine Inspection/Field Review,20,Unsatisfactory,FALSE,BLUE,"3100 - Proper labeling, signage",5,PR0016978,DA0QCQUII,IVU7FDNBO,1
13 COINS BELLEVUE,13 COINS BELLEVUE,06/17/2016,Seating > 250 - Risk Category III,900 BELLEVUE WAY NE ,Bellevue,98004,(206) 382-1313,-122.2010295,47.61828178,13 COINS BELLEVUE,Routine Inspection/Field Review,20,Unsatisfactory,FALSE,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0016978,DA0QCQUII,IVRFFWY2P,1
13 COINS BELLEVUE,13 COINS BELLEVUE,06/17/2016,Seating > 250 - Risk Category III,900 BELLEVUE WAY NE ,Bellevue,98004,(206) 382-1313,-122.2010295,47.61828178,13 COINS BELLEVUE,Routine Inspection/Field Review,20,Unsatisfactory,FALSE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0016978,DA0QCQUII,IVUSR8S89,1
13 COINS BELLEVUE,13 COINS BELLEVUE,01-12-16,Seating > 250 - Risk Category III,900 BELLEVUE WAY NE ,Bellevue,98004,(206) 382-1313,-122.2010295,47.61828178,13 COINS BELLEVUE,Routine Inspection/Field Review,20,Unsatisfactory,FALSE,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0016978,DAQODIK48,IVYECA1RP,1
13 COINS BELLEVUE,13 COINS BELLEVUE,01-12-16,Seating > 250 - Risk Category III,900 BELLEVUE WAY NE ,Bellevue,98004,(206) 382-1313,-122.2010295,47.61828178,13 COINS BELLEVUE,Routine Inspection/Field Review,20,Unsatisfactory,FALSE,BLUE,"3100 - Proper labeling, signage",5,PR0016978,DAQODIK48,IVZW4JC3A,1
13 COINS BELLEVUE,13 COINS BELLEVUE,01-12-16,Seating > 250 - Risk Category III,900 BELLEVUE WAY NE ,Bellevue,98004,(206) 382-1313,-122.2010295,47.61828178,13 COINS BELLEVUE,Routine Inspection/Field Review,15,Unsatisfactory,FALSE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0016978,DAQODIK48,IVB2WJ2TA,1
13 COINS BELLEVUE,13 COINS BELLEVUE,08/18/2015,Seating > 250 - Risk Category III,900 BELLEVUE WAY NE ,Bellevue,98004,(206) 382-1313,-122.2010295,47.61828178,13 COINS BELLEVUE,Routine Inspection/Field Review,15,Unsatisfactory,FALSE,BLUE,"3100 - Proper labeling, signage",5,PR0016978,DASXJUSSH,IVCLGJ1QE,1
13 COINS BELLEVUE,13 COINS BELLEVUE,08/18/2015,Seating > 250 - Risk Category III,900 BELLEVUE WAY NE ,Bellevue,98004,(206) 382-1313,-122.2010295,47.61828178,13 COINS BELLEVUE,Routine Inspection/Field Review,15,Unsatisfactory,FALSE,BLUE,4000 - Food and non-food surfaces properly used and...,5,PR0016978,DASXJUSSH,IV6T1PEKS,1
13 COINS BELLEVUE,13 COINS BELLEVUE,08/18/2015,Seating > 250 - Risk Category III,900 BELLEVUE WAY NE ,Bellevue,98004,(206) 382-1313,-122.2010295,47.61828178,13 COINS BELLEVUE,Routine Inspection/Field Review,25,Unsatisfactory,FALSE,RED,2120 - Proper cold holding temperatures ( 42 degrees F to 45 degrees F),5,PR0016978,DASXJUSSH,IVCMSD3JK,1
13 COINS BELLEVUE,13 COINS BELLEVUE,05-11-15,Seating > 250 - Risk Category III,900 BELLEVUE WAY NE ,Bellevue,98004,(206) 382-1313,-122.2010295,47.61828178,13 COINS BELLEVUE,Routine Inspection/Field Review,25,Unsatisfactory,FALSE,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0016978,DAD74IQ0G,IVAG9YYGI,1
13 COINS BELLEVUE,13 COINS BELLEVUE,05-11-15,Seating > 250 - Risk Category III,900 BELLEVUE WAY NE ,Bellevue,98004,(206) 382-1313,-122.2010295,47.61828178,13 COINS BELLEVUE,Routine Inspection/Field Review,25,Unsatisfactory,FALSE,RED,0600 - Adequate handwashing facilities,10,PR0016978,DAD74IQ0G,IVIDLDZ1K,1
13 COINS BELLEVUE,13 COINS BELLEVUE,05-11-15,Seating > 250 - Risk Category III,900 BELLEVUE WAY NE ,Bellevue,98004,(206) 382-1313,-122.2010295,47.61828178,13 COINS BELLEVUE,Routine Inspection/Field Review,45,Unsatisfactory,FALSE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0016978,DAD74IQ0G,IVXPIH0AM,1
14 CARROT CAFE,14 CARROT CAFE,02/20/2018,Seating 51-150 - Risk Category III,2305 EASTLAKE AVE E ,Seattle,98102,(206) 324-1442,-122.3261014,47.63985981,14 CARROT CAFE,Routine Inspection/Field Review,45,Unsatisfactory,FALSE,BLUE,"3400 - Wiping cloths properly used, stored, proper sanitizer",5,PR0003061,DA0D03GHP,IVPO5ZFDW,2
14 CARROT CAFE,14 CARROT CAFE,02/20/2018,Seating 51-150 - Risk Category III,2305 EASTLAKE AVE E ,Seattle,98102,(206) 324-1442,-122.3261014,47.63985981,14 CARROT CAFE,Routine Inspection/Field Review,45,Unsatisfactory,FALSE,BLUE,"3100 - Proper labeling, signage",5,PR0003061,DA0D03GHP,IV9KVEXO3,2
14 CARROT CAFE,14 CARROT CAFE,02/20/2018,Seating 51-150 - Risk Category III,2305 EASTLAKE AVE E ,Seattle,98102,(206) 324-1442,-122.3261014,47.63985981,14 CARROT CAFE,Routine Inspection/Field Review,45,Unsatisfactory,FALSE,BLUE,"4100 - Warewashing facilities properly installed,...",5,PR0003061,DA0D03GHP,IVXHT0LMT,2
14 CARROT CAFE,14 CARROT CAFE,02/20/2018,Seating 51-150 - Risk Category III,2305 EASTLAKE AVE E ,Seattle,98102,(206) 324-1442,-122.3261014,47.63985981,14 CARROT CAFE,Routine Inspection/Field Review,45,Unsatisfactory,FALSE,BLUE,"4200 - Food-contact surfaces maintained, clean, sanitized",5,PR0003061,DA0D03GHP,IVWPRMSSL,2
14 CARROT CAFE,14 CARROT CAFE,02/20/2018,Seating 51-150 - Risk Category III,2305 EASTLAKE AVE E ,Seattle,98102,(206) 324-1442,-122.3261014,47.63985981,14 CARROT CAFE,Routine Inspection/Field Review,15,Unsatisfactory,FALSE,RED,1600 - Proper cooling procedure,25,PR0003061,DA0D03GHP,IV8VTE4OG,2
14 CARROT CAFE,14 CARROT CAFE,09/19/2017,Seating 51-150 - Risk Category III,2305 EASTLAKE AVE E ,Seattle,98102,(206) 324-1442,-122.3261014,47.63985981,14 CARROT CAFE,Routine Inspection/Field Review,15,Unsatisfactory,FALSE,BLUE,"4200 - Food-contact surfaces maintained, clean, sanitized",5,PR0003061,DAB4EKAAO,IVBVPZQF9,2
14 CARROT CAFE,14 CARROT CAFE,09/19/2017,Seating 51-150 - Risk Category III,2305 EASTLAKE AVE E ,Seattle,98102,(206) 324-1442,-122.3261014,47.63985981,14 CARROT CAFE,Routine Inspection/Field Review,20,Unsatisfactory,FALSE,RED,2110 - Proper cold holding temperatures (greater than  45 degrees F),10,PR0003061,DAB4EKAAO,IVLCLNAOI,2
14 CARROT CAFE,14 CARROT CAFE,05-12-17,Seating 51-150 - Risk Category III,2305 EASTLAKE AVE E ,Seattle,98102,(206) 324-1442,-122.3261014,47.63985981,14 CARROT CAFE,Routine Inspection/Field Review,20,Unsatisfactory,FALSE,BLUE,"4200 - Food-contact surfaces maintained, clean, sanitized",5,PR0003061,DAI0FW9IE,IV9OVLNXR,2
